Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Price / International,Compare At Price / International,Status
4795,"Necklace with a snake, EDEN collection (C23/ZWE/63/1AU)","<p>Gold-plated onyx necklace Colibra by Sviatlana from the EDEN collection, with a snake in a hand-painted black pendant, decorated with Preciosa crystals. Length of the necklace 36 cm + 10 cm extension. The diameter of the pendant is 3.2 cm.</p>",Colibra,Apparel & Accessories > Jewelry > Necklaces,Necklaces,Necklaces,TRUE,Title,"Necklace with a snake, EDEN collection (C23/ZWE/63/1AU)",,,,,5905778801802,0.0,,100,deny,manual,82.83,,TRUE,TRUE,,https://drop.seltu.pl/images/colibra/4795/67177-Naszyjnik-z-wezem-kolekcja-EDEN-C23ZWE631AU-4795-C23/ZWE/63/1AU.jpg,1,"Necklace with a snake, EDEN collection (C23/ZWE/63/1AU)",FALSE,"Necklace with a snake, EDEN collection (C23/ZWE/63/1AU)","Gold-plated onyx necklace Colibra by Sviatlana from the EDEN collection, with a snake in a hand-painted black pendant, decorated with Preciosa crystals. Length of the necklace 36 cm + 10 cm extension. The diameter of the pendant is 3.2 cm.",,Woman,Adult,,Woman,"Necklace with a snake, EDEN collection (C23/ZWE/63/1AU)",new,,,,,,,https://drop.seltu.pl/images/colibra/4795/67177-Naszyjnik-z-wezem-kolekcja-EDEN-C23ZWE631AU-4795-C23/ZWE/63/1AU.jpg,g,,,,,active
4796,"Bracelet with a snake, EDEN collection (B23/ZWE/63AU)","<p>Gold-plated Colibra by Sviatlana agate bracelet from the EDEN collection, with a snake in a hand-painted white pendant, decorated with Preciosa crystals. The diameter of the pendant is 2.2 cm.</p>",Colibra,Apparel & Accessories > Jewelry > Bracelets,Bracelets,Bracelets,TRUE,Title,"Bracelet with a snake, EDEN collection (B23/ZWE/63AU)",,,,,5905778801765,0.0,,100,deny,manual,48.53,,TRUE,TRUE,,https://drop.seltu.pl/images/colibra/4796/71079-Bransoletka-z-wezem-kolekcja-EDENB23ZWE63AU-4796-B23/ZWE/63AU.jpg,1,"Bracelet with a snake, EDEN collection (B23/ZWE/63AU)",FALSE,"Bracelet with a snake, EDEN collection (B23/ZWE/63AU)","Gold-plated Colibra by Sviatlana agate bracelet from the EDEN collection, with a snake in a hand-painted white pendant, decorated with Preciosa crystals. The diameter of the pendant is 2.2 cm.",,Woman,Adult,,Woman,"Bracelet with a snake, EDEN collection (B23/ZWE/63AU)",new,,,,,,,https://drop.seltu.pl/images/colibra/4796/71079-Bransoletka-z-wezem-kolekcja-EDENB23ZWE63AU-4796-B23/ZWE/63AU.jpg,g,,,,,active
4797,"Bracelet with a snake, EDEN collection (B23/ZWE/63/1AU)","<p>Gold-plated onyx bracelet Colibra by Sviatlana from the EDEN collection, with a snake in a hand-painted black pendant, decorated with Preciosa crystals. The diameter of the pendant is 2.2 cm.</p>",Colibra,Apparel & Accessories > Jewelry > Bracelets,Bracelets,Bracelets,TRUE,Title,"Bracelet with a snake, EDEN collection (B23/ZWE/63/1AU)",,,,,5905778801734,0.0,,100,deny,manual,48.52,,TRUE,TRUE,,https://drop.seltu.pl/images/colibra/4797/67178-Bransoletka-z-wezem-kolekcja-EDEN-B23ZWE631AU-4797-B23/ZWE/63/1AU.jpg,1,"Bracelet with a snake, EDEN collection (B23/ZWE/63/1AU)",FALSE,"Bracelet with a snake, EDEN collection (B23/ZWE/63/1AU)","Colibra by Sviatlana gold-plated onyx bracelet from the EDEN collection, with a snake in a hand-painted black pendant, decorated with Preciosa crystals. The diameter of the pendant is 2.2 cm.",,Woman,Adult,,Woman,"Bracelet with a snake, EDEN collection (B23/ZWE/63/1AU)",new,,,,,,,https://drop.seltu.pl/images/colibra/4797/67178-Bransoletka-z-wezem-kolekcja-EDEN-B23ZWE631AU-4797-B23/ZWE/63/1AU.jpg,g,,,,,active
4798,Choker with onyx and heart ANGEL (C23/ZWE/61/1AU),"<p>Gold-plated choker with onyx Colibra by Sviatlana from the Angel collection, with a hand-painted black heart with wings, decorated with Preciosa crystals. Choker length 35 cm + 10 cm extension. The size of the heart is about 4.5 cm / 2.5 cm.</p>",Colibra,Apparel & Accessories > Jewelry > Body Jewelry,Chokers,Chokers,TRUE,Title,Choker with onyx and heart ANGEL (C23/ZWE/61/1AU),,,,,5905778800584,0.0,,100,deny,manual,78.12,,TRUE,TRUE,,https://drop.seltu.pl/images/colibra/4798/69244-Choker-z-onyksami-i-sercem-ANGEL-C23ZWE611AU-4798-C23/ZWE/61/1AU.jpg,1,Choker with onyx and heart ANGEL (C23/ZWE/61/1AU),FALSE,Choker with onyx and heart ANGEL (C23/ZWE/61/1AU),"Gold-plated choker with onyx Colibra by Sviatlana from the Angel collection, with a hand-painted black heart with wings, decorated with Preciosa crystals. Choker length 35 cm + 10 cm extension. The size of the heart is about 4.5 cm / 2.5 cm.",,Woman,Adult,,Woman,Choker with onyx and heart ANGEL (C23/ZWE/61/1AU),new,,,,,,,https://drop.seltu.pl/images/colibra/4798/69244-Choker-z-onyksami-i-sercem-ANGEL-C23ZWE611AU-4798-C23/ZWE/61/1AU.jpg,g,,,,,active
4799,Choker with agates and heart ANGEL (C23/ZWE/61AU),"<p>Gold-plated choker with Colibra by Sviatlana agates from the Angel collection, with a hand-painted white heart with wings, decorated with Preciosa crystals. Choker length 35 cm + 10 cm extension. The size of the heart is about 4.5 cm / 2.5 cm.</p>",Colibra,Apparel & Accessories > Jewelry > Body Jewelry,Chokers,Chokers,TRUE,Title,Choker with agates and heart ANGEL (C23/ZWE/61AU),,,,,5905778800553,0.0,,100,deny,manual,77.93,,TRUE,TRUE,,https://drop.seltu.pl/images/colibra/4799/66985-Choker-z-agatami-i-sercem-ANGEL-C23ZWE61AU-4799-C23/ZWE/61AU.jpg,1,Choker with agates and heart ANGEL (C23/ZWE/61AU),FALSE,Choker with agates and heart ANGEL (C23/ZWE/61AU),"Gold-plated choker with Colibra by Sviatlana agates from the Angel collection, with a hand-painted white heart with wings, decorated with Preciosa crystals. Choker length 35 cm + 10 cm extension. The size of the heart is about 4.5 cm / 2.5 cm.",,Woman,Adult,,Woman,Choker with agates and heart ANGEL (C23/ZWE/61AU),new,,,,,,,https://drop.seltu.pl/images/colibra/4799/66985-Choker-z-agatami-i-sercem-ANGEL-C23ZWE61AU-4799-C23/ZWE/61AU.jpg,g,,,,,active
4800,Heart bracelet ANGEL (B23/ZWE/61AU),"<p>Gold-plated bracelet with Colibra by Sviatlana agates from the Angel collection, with a hand-painted white heart with wings, decorated with Preciosa crystals. The size of the heart is about 4.5 cm / 2.5 cm.</p>",Colibra,Apparel & Accessories > Jewelry > Bracelets,Bracelets,Bracelets,TRUE,Title,Heart bracelet ANGEL (B23/ZWE/61AU),,,,,5905778801048,0.0,,100,deny,manual,53.43,,TRUE,TRUE,,https://drop.seltu.pl/images/colibra/4800/68069-Bransoletka-z-sercem-ANGEL-B23ZWE61AU-4800-B23/ZWE/61AU.jpg,1,Heart bracelet ANGEL (B23/ZWE/61AU),FALSE,Heart bracelet ANGEL (B23/ZWE/61AU),"Gold-plated bracelet with Colibra by Sviatlana agates from the Angel collection, with a hand-painted white heart with wings, decorated with Preciosa crystals. The size of the heart is about 4.5 cm / 2.5 cm.",,Woman,Adult,,Woman,Heart bracelet ANGEL (B23/ZWE/61AU),new,,,,,,,https://drop.seltu.pl/images/colibra/4800/68069-Bransoletka-z-sercem-ANGEL-B23ZWE61AU-4800-B23/ZWE/61AU.jpg,g,,,,,active
4801,Heart bracelet ANGEL (B23/ZWE/61/1AU),"<p>Gold-plated bracelet with onyx Colibra by Sviatlana from the Angel collection, with a hand-painted black heart with wings, decorated with Preciosa crystals. The size of the heart is about 4.5 cm / 2.5 cm.</p>",Colibra,Apparel & Accessories > Jewelry > Bracelets,Bracelets,Bracelets,TRUE,Title,Heart bracelet ANGEL (B23/ZWE/61/1AU),,,,,5905778800218,0.0,,100,deny,manual,48.53,,TRUE,TRUE,,https://drop.seltu.pl/images/colibra/4801/69245-Bransoletka-z-sercem-ANGEL-B23ZWE611AU-4801-B23/ZWE/61/1AU.jpg,1,Heart bracelet ANGEL (B23/ZWE/61/1AU),FALSE,Heart bracelet ANGEL (B23/ZWE/61/1AU),"Gold-plated bracelet with onyx Colibra by Sviatlana from the Angel collection, with a hand-painted black heart with wings, decorated with Preciosa crystals. The size of the heart is about 4.5 cm / 2.5 cm.",,Woman,Adult,,Woman,Heart bracelet ANGEL (B23/ZWE/61/1AU),new,,,,,,,https://drop.seltu.pl/images/colibra/4801/69245-Bransoletka-z-sercem-ANGEL-B23ZWE611AU-4801-B23/ZWE/61/1AU.jpg,g,,,,,active
4802,Bismark bracelet with a coin (B23/LAT/22/2AU),<p>Gold-plated bismark bracelet with a hand-painted black coin decorated with Preciosa crystals. Length 17cm + 4cm extension.</p>,Colibra,Apparel & Accessories > Jewelry > Bracelets,Bracelets,Bracelets,TRUE,Title,Bismark bracelet with a coin (B23/LAT/22/2AU),,,,,5905778801963,0.0,,100,deny,manual,34.8,,TRUE,TRUE,,https://drop.seltu.pl/images/colibra/4802/70069-Bransoletka-bismark-z-moneta-B23LAT222AU-4802-B23/LAT/22/2AU.jpg,1,Bismark bracelet with a coin (B23/LAT/22/2AU),FALSE,Bismark bracelet with a coin (B23/LAT/22/2AU),Gold-plated bismark bracelet with a hand-painted black coin decorated with Preciosa crystals. Length 17cm + 4cm extension.,,Woman,Adult,,Woman,Bismark bracelet with a coin (B23/LAT/22/2AU),new,,,,,,,https://drop.seltu.pl/images/colibra/4802/70069-Bransoletka-bismark-z-moneta-B23LAT222AU-4802-B23/LAT/22/2AU.jpg,g,,,,,active
4803,Bismark necklace with a coin (C23/LAT/22/2AU),"<p>Gold-plated bismark necklace with a hand-painted black coin, decorated with Preciosa crystals. Choker length 34 cm + 10 cm extension.</p>",Colibra,Apparel & Accessories > Jewelry > Body Jewelry,Chokers,Chokers,TRUE,Title,Bismark necklace with a coin (C23/LAT/22/2AU),,,,,5905778801925,0.0,,100,deny,manual,44.6,,TRUE,TRUE,,https://drop.seltu.pl/images/colibra/4803/67872-Naszyjnik-bismark-z-moneta-C23LAT222AU-4803-C23/LAT/22/2AU.jpg,1,Bismark necklace with a coin (C23/LAT/22/2AU),FALSE,Bismark necklace with a coin (C23/LAT/22/2AU),"Gold-plated bismark necklace with a hand-painted black coin, decorated with Preciosa crystals. Choker length 34 cm + 10 cm extension.",,Woman,Adult,,Woman,Bismark necklace with a coin (C23/LAT/22/2AU),new,,,,,,,https://drop.seltu.pl/images/colibra/4803/67872-Naszyjnik-bismark-z-moneta-C23LAT222AU-4803-C23/LAT/22/2AU.jpg,g,,,,,active
4804,Heart earrings ANGEL (P23/ZWE/54AU),"<p>Gold-plated Colibra earrings by Sviatlana from the ANGEL collection, with wings in hand-painted black hearts, decorated with Preciosa crystals. The length of the earring is about 7.5 cm.</p>",Colibra,Apparel & Accessories > Jewelry > Earrings,Earrings,Earrings,TRUE,Title,Heart earrings ANGEL (P23/ZWE/54AU),,,,,5905778801208,0.0,,100,deny,manual,35.36,,TRUE,TRUE,,https://drop.seltu.pl/images/colibra/4804/69319-Kolczyki-z-sercem-ANGEL-P23ZWE54AU-4804-P23/ZWE/54AU.jpg,1,Heart earrings ANGEL (P23/ZWE/54AU),FALSE,Heart earrings ANGEL (P23/ZWE/54AU),"Gold-plated Colibra earrings by Sviatlana from the ANGEL collection, with wings in hand-painted black hearts, decorated with Preciosa crystals. The length of the earring is about 7.5 cm.",,Woman,Adult,,Woman,Heart earrings ANGEL (P23/ZWE/54AU),new,,,,,,,https://drop.seltu.pl/images/colibra/4804/69319-Kolczyki-z-sercem-ANGEL-P23ZWE54AU-4804-P23/ZWE/54AU.jpg,g,,,,,active
4805,Heart earrings ANGEL (P23/ZWE/54/1AU),"<p>Gold-plated Colibra earrings by Sviatlana from the ANGEL collection, with wings in hand-painted white hearts, decorated with Preciosa crystals. The length of the earring is about 7.5 cm.</p>",Colibra,Apparel & Accessories > Jewelry > Earrings,Earrings,Earrings,TRUE,Title,Heart earrings ANGEL (P23/ZWE/54/1AU),,,,,5905778801215,0.0,,100,deny,manual,35.36,,TRUE,TRUE,,https://drop.seltu.pl/images/colibra/4805/69795-Kolczyki-z-sercem-ANGEL-P23ZWE541AU-4805-P23/ZWE/54/1AU.jpg,1,Heart earrings ANGEL (P23/ZWE/54/1AU),FALSE,Heart earrings ANGEL (P23/ZWE/54/1AU),"Gold-plated Colibra earrings by Sviatlana from the ANGEL collection, with wings in hand-painted white hearts, decorated with Preciosa crystals. The length of the earring is about 7.5 cm.",,Woman,Adult,,Woman,Heart earrings ANGEL (P23/ZWE/54/1AU),new,,,,,,,https://drop.seltu.pl/images/colibra/4805/69795-Kolczyki-z-sercem-ANGEL-P23ZWE541AU-4805-P23/ZWE/54/1AU.jpg,g,,,,,active
4806,Cube earrings with crystals (P23/LAT/51AU),"<p>Gold-plated cube earrings, decorated with Preciosa crystals. Dimensions 0.5 cm x 0.5 cm.</p>",Colibra,Apparel & Accessories > Jewelry > Earrings,Earrings,Earrings,TRUE,Title,Cube earrings with crystals (P23/LAT/51AU),,,,,5905778800010,0.0,,100,deny,manual,9.31,,TRUE,TRUE,,,1,Cube earrings with crystals (P23/LAT/51AU),FALSE,Cube earrings with crystals (P23/LAT/51AU),"Gold-plated cube earrings, decorated with Preciosa crystals. Dimensions 0.5 cm x 0.5 cm.",,Woman,Adult,,Woman,Cube earrings with crystals (P23/LAT/51AU),new,,,,,,,,g,,,,,active
4807,Eden snake earrings (P23/ZWE/63AU),"<p>Gold-plated earrings with a snake Colibra by Sviatlana from the Eden collection, in a hand-painted white pendant, decorated with Preciosa crystals. The length of the earring is 7.5 cm.</p>",Colibra,Apparel & Accessories > Jewelry > Earrings,Earrings,Earrings,TRUE,Title,Eden snake earrings (P23/ZWE/63AU),,,,,5905778801222,0.0,,100,deny,manual,27.04,,TRUE,TRUE,,https://drop.seltu.pl/images/colibra/4807/68648-Kolczyki-z-wezem-Eden-P23ZWE63AU-4807-P23/ZWE/63AU.jpg,1,Eden snake earrings (P23/ZWE/63AU),FALSE,Eden snake earrings (P23/ZWE/63AU),"Gold-plated earrings with a snake Colibra by Sviatlana from the Eden collection, in a hand-painted white pendant, decorated with Preciosa crystals. The length of the earring is 7.5 cm.",,Woman,Adult,,Woman,Eden snake earrings (P23/ZWE/63AU),new,,,,,,,https://drop.seltu.pl/images/colibra/4807/68648-Kolczyki-z-wezem-Eden-P23ZWE63AU-4807-P23/ZWE/63AU.jpg,g,,,,,active
4808,Eden snake earrings (P23/ZWE/63/1AU),"<p>Gold-plated earrings with a snake Colibra by Sviatlana from the Eden collection, in a hand-painted black pendant, decorated with Preciosa crystals. The length of the earring is 7.5 cm.</p>",Colibra,Apparel & Accessories > Jewelry > Earrings,Earrings,Earrings,TRUE,Title,Eden snake earrings (P23/ZWE/63/1AU),,,,,5905778801239,0.0,,100,deny,manual,26.96,,TRUE,TRUE,,https://drop.seltu.pl/images/colibra/4808/67037-Kolczyki-z-wezem-Eden-P23ZWE631AU-4808-P23/ZWE/63/1AU.jpg,1,Eden snake earrings (P23/ZWE/63/1AU),FALSE,Eden snake earrings (P23/ZWE/63/1AU),"Gold-plated earrings with a snake Colibra by Sviatlana from the Eden collection, in a hand-painted black pendant, decorated with Preciosa crystals. The length of the earring is 7.5 cm.",,Woman,Adult,,Woman,Eden snake earrings (P23/ZWE/63/1AU),new,,,,,,,https://drop.seltu.pl/images/colibra/4808/67037-Kolczyki-z-wezem-Eden-P23ZWE631AU-4808-P23/ZWE/63/1AU.jpg,g,,,,,active
4809,Coin earrings (P23/LAT/22/2AU),<p>Gold-plated stud earrings with coins set with Preciosa crystals. and black enamel. The length of the earring is about 3 cm.</p>,Colibra,Apparel & Accessories > Jewelry > Earrings,Earrings,Earrings,TRUE,Title,Coin earrings (P23/LAT/22/2AU),,,,,5905778800119,0.0,,100,deny,manual,24.99,,TRUE,TRUE,,https://drop.seltu.pl/images/colibra/4809/66794-Kolczyki-z-monetami-P23LAT222AU-4809-P23/LAT/22/2AU.jpg,1,Coin earrings (P23/LAT/22/2AU),FALSE,Coin earrings (P23/LAT/22/2AU),Gold-plated stud earrings with coins set with Preciosa crystals. and black enamel. The length of the earring is about 3 cm.,,Woman,Adult,,Woman,Coin earrings (P23/LAT/22/2AU),new,,,,,,,https://drop.seltu.pl/images/colibra/4809/66794-Kolczyki-z-monetami-P23LAT222AU-4809-P23/LAT/22/2AU.jpg,g,,,,,active
4810,Necklace with a coin OLIMPIA (C23/ZWE/53/1AU),"<p>Gold-plated necklace Colibra by Sviatlana from the OLIMPIA collection, with a greek, hand-painted white coin. Length 34 cm + 10 cm. The diameter of the coin is about 1.8 cm</p>",Colibra,Apparel & Accessories > Jewelry > Body Jewelry,Chokers,Chokers,TRUE,Title,Necklace with a coin OLIMPIA (C23/ZWE/53/1AU),,,,,5905778800560,0.0,,100,deny,manual,38.83,,TRUE,TRUE,,https://drop.seltu.pl/images/colibra/4810/68965-Naszyjnik-z-moneta-OLIMPIA-C23ZWE531AU-4810-C23/ZWE/53/1AU.jpg,1,Necklace with a coin OLIMPIA (C23/ZWE/53/1AU),FALSE,Necklace with a coin OLIMPIA (C23/ZWE/53/1AU),"Gold-plated necklace Colibra by Sviatlana from the OLIMPIA collection, with a greek, hand-painted white coin. Length 34 cm + 10 cm. The diameter of the coin is about 1.8 cm",,Woman,Adult,,Woman,Necklace with a coin OLIMPIA (C23/ZWE/53/1AU),new,,,,,,,https://drop.seltu.pl/images/colibra/4810/68965-Naszyjnik-z-moneta-OLIMPIA-C23ZWE531AU-4810-C23/ZWE/53/1AU.jpg,g,,,,,active
4810,Necklace with a coin OLIMPIA (C23/ZWE/53/1AU),"<p>Gold-plated necklace Colibra by Sviatlana from the OLIMPIA collection, with a greek, hand-painted white coin. Length 34 cm + 10 cm. The diameter of the coin is about 1.8 cm</p>",Colibra,Apparel & Accessories > Jewelry > Body Jewelry,Chokers,Chokers,TRUE,Title,Necklace with a coin OLIMPIA (C23/ZWE/53/1AU),,,,,5905778800560,0.0,,100,deny,manual,38.83,,TRUE,TRUE,,https://drop.seltu.pl/images/colibra/4810/68968-Naszyjnik-z-moneta-OLIMPIA-C23ZWE531AU-4810-C23/ZWE/53/1AU.jpg,2,Necklace with a coin OLIMPIA (C23/ZWE/53/1AU),FALSE,Necklace with a coin OLIMPIA (C23/ZWE/53/1AU),"Gold-plated necklace Colibra by Sviatlana from the OLIMPIA collection, with a greek, hand-painted white coin. Length 34 cm + 10 cm. The diameter of the coin is about 1.8 cm",,Woman,Adult,,Woman,Necklace with a coin OLIMPIA (C23/ZWE/53/1AU),new,,,,,,,https://drop.seltu.pl/images/colibra/4810/68965-Naszyjnik-z-moneta-OLIMPIA-C23ZWE531AU-4810-C23/ZWE/53/1AU.jpg,g,,,,,active
4811,Necklace with an interesting weave (C23/LAT/59AU),"<p>Gold-plated necklace with an interesting weave, which is formed by meshes of various sizes. Length of the necklace 43 cm + 8 cm extension. Mesh size 2.7 cm x 2 cm and 1 cm x 1 cm.</p>",Colibra,Apparel & Accessories > Jewelry > Necklaces,Necklaces,Necklaces,TRUE,Title,Necklace with an interesting weave (C23/LAT/59AU),,,,,5905778800980,0.0,,100,deny,manual,48.52,,TRUE,TRUE,,https://drop.seltu.pl/images/colibra/4811/68427-Naszyjnik-o-ciekawym-splocie-C23LAT59AU-4811-C23/LAT/59AU.jpg,1,Necklace with an interesting weave (C23/LAT/59AU),FALSE,Necklace with an interesting weave (C23/LAT/59AU),"Gold-plated necklace with an interesting weave, which is formed by meshes of various sizes. Length of the necklace 43 cm + 8 cm extension. Mesh size 2.7 cm x 2 cm and 1 cm x 1 cm.",,Woman,Adult,,Woman,Necklace with an interesting weave (C23/LAT/59AU),new,,,,,,,https://drop.seltu.pl/images/colibra/4811/68427-Naszyjnik-o-ciekawym-splocie-C23LAT59AU-4811-C23/LAT/59AU.jpg,g,,,,,active
4812,Bracelet with a coin OLIMPIA(B23/ZWE/53/2AU),"<p>Gold-plated bracelet Colibra by Sviatlana from the OLIMPIA collection, with a Greek, hand-painted black coin. Length 17cm + 4cm. The diameter of the coin is approx. 1.8 cm.</p>",Colibra,Apparel & Accessories > Jewelry > Bracelets,Bracelets,Bracelets,TRUE,Title,Bracelet with a coin OLIMPIA(B23/ZWE/53/2AU),,,,,5905778800430,0.0,,100,deny,manual,29.12,,TRUE,TRUE,,https://drop.seltu.pl/images/colibra/4812/71182-Bransoletka-z-moneta-OLIMPIAB23ZWE532AU-4812-B23/ZWE/53/2AU.jpg,1,Bracelet with a coin OLIMPIA(B23/ZWE/53/2AU),FALSE,Bracelet with a coin OLIMPIA(B23/ZWE/53/2AU),"Gold-plated bracelet Colibra by Sviatlana from the OLIMPIA collection, with a Greek, hand-painted black coin. Length 17cm + 4cm. The diameter of the coin is approx. 1.8 cm.",,Woman,Adult,,Woman,Bracelet with a coin OLIMPIA(B23/ZWE/53/2AU),new,,,,,,,https://drop.seltu.pl/images/colibra/4812/71182-Bransoletka-z-moneta-OLIMPIAB23ZWE532AU-4812-B23/ZWE/53/2AU.jpg,g,,,,,active
4813,Necklace with a coin OLIMPIA (C23/ZWE/53/2AU),"<p>Gold-plated necklace Colibra by Sviatlana from the OLIMPIA collection, with a greek, hand-painted black coin. Length 34 cm + 10 cm. The diameter of the coin is about 1.8 cm</p>",Colibra,Apparel & Accessories > Jewelry > Body Jewelry,Chokers,Chokers,TRUE,Title,Necklace with a coin OLIMPIA (C23/ZWE/53/2AU),,,,,5905778801628,0.0,,100,deny,manual,38.83,,TRUE,TRUE,,https://drop.seltu.pl/images/colibra/4813/68994-Naszyjnik-z-moneta-OLIMPIA-C23ZWE532AU-4813-C23/ZWE/53/2AU.jpg,1,Necklace with a coin OLIMPIA (C23/ZWE/53/2AU),FALSE,Necklace with a coin OLIMPIA (C23/ZWE/53/2AU),"Gold-plated necklace Colibra by Sviatlana from the OLIMPIA collection, with a greek, hand-painted black coin. Length 34 cm + 10 cm. The diameter of the coin is about 1.8 cm",,Woman,Adult,,Woman,Necklace with a coin OLIMPIA (C23/ZWE/53/2AU),new,,,,,,,https://drop.seltu.pl/images/colibra/4813/68994-Naszyjnik-z-moneta-OLIMPIA-C23ZWE532AU-4813-C23/ZWE/53/2AU.jpg,g,,,,,active
4813,Necklace with a coin OLIMPIA (C23/ZWE/53/2AU),"<p>Gold-plated necklace Colibra by Sviatlana from the OLIMPIA collection, with a greek, hand-painted black coin. Length 34 cm + 10 cm. The diameter of the coin is about 1.8 cm</p>",Colibra,Apparel & Accessories > Jewelry > Body Jewelry,Chokers,Chokers,TRUE,Title,Necklace with a coin OLIMPIA (C23/ZWE/53/2AU),,,,,5905778801628,0.0,,100,deny,manual,38.83,,TRUE,TRUE,,https://drop.seltu.pl/images/colibra/4813/68997-Naszyjnik-z-moneta-OLIMPIA-C23ZWE532AU-4813-C23/ZWE/53/2AU.jpg,2,Necklace with a coin OLIMPIA (C23/ZWE/53/2AU),FALSE,Necklace with a coin OLIMPIA (C23/ZWE/53/2AU),"Gold-plated necklace Colibra by Sviatlana from the OLIMPIA collection, with a greek, hand-painted black coin. Length 34 cm + 10 cm. The diameter of the coin is about 1.8 cm",,Woman,Adult,,Woman,Necklace with a coin OLIMPIA (C23/ZWE/53/2AU),new,,,,,,,https://drop.seltu.pl/images/colibra/4813/68994-Naszyjnik-z-moneta-OLIMPIA-C23ZWE532AU-4813-C23/ZWE/53/2AU.jpg,g,,,,,active
4814,Earrings with a coin OLIMPIA (P23/ZWE/53/2AU),"<p>Gold-plated Colibra earrings by Sviatlana from the OLIMPIA collection, with a Greek hand-painted black coin. The total length of the earrings is about 6.5 cm.m The diameter of the coin is about 1.8 cm.</p>",Colibra,Apparel & Accessories > Jewelry > Earrings,Earrings,Earrings,TRUE,Title,Earrings with a coin OLIMPIA (P23/ZWE/53/2AU),,,,,5905778800102,0.0,,100,deny,manual,24.04,,TRUE,TRUE,,https://drop.seltu.pl/images/colibra/4814/70149-Kolczyki-z-moneta-OLIMPIA-P23ZWE532AU-4814-P23/ZWE/53/2AU.jpg,1,Earrings with a coin OLIMPIA (P23/ZWE/53/2AU),FALSE,Earrings with a coin OLIMPIA (P23/ZWE/53/2AU),"Gold-plated Colibra earrings by Sviatlana from the OLIMPIA collection, with a Greek hand-painted black coin. The total length of the earrings is about 6.5 cm.m The diameter of the coin is about 1.8 cm.",,Woman,Adult,,Woman,Earrings with a coin OLIMPIA (P23/ZWE/53/2AU),new,,,,,,,https://drop.seltu.pl/images/colibra/4814/70149-Kolczyki-z-moneta-OLIMPIA-P23ZWE532AU-4814-P23/ZWE/53/2AU.jpg,g,,,,,active
4815,Heart necklace BELLA (C23/ZWE/67/1AU),"<p>Gold-plated necklace Colibra by Sviatlana from the BELLA collection, with a hand-painted black heart, decorated with Preciosa crystals. Heart size 3.5 cm / 3.5 cm. The necklace has an extension.</p>",Colibra,Apparel & Accessories > Jewelry > Body Jewelry,Chokers,Chokers,TRUE,Title,Heart necklace BELLA (C23/ZWE/67/1AU),,,,,5905778801826,0.0,,100,deny,manual,58.24,,TRUE,TRUE,,https://drop.seltu.pl/images/colibra/4815/69429-Naszyjnik-z-sercem-BELLA-C23ZWE671AU-4815-C23/ZWE/67/1AU.jpg,1,Heart necklace BELLA (C23/ZWE/67/1AU),FALSE,Heart necklace BELLA (C23/ZWE/67/1AU),"Gold-plated necklace Colibra by Sviatlana from the BELLA collection, with a hand-painted black heart, decorated with Preciosa crystals. Heart size 3.5 cm / 3.5 cm. The necklace has an extension.",,Woman,Adult,,Woman,Heart necklace BELLA (C23/ZWE/67/1AU),new,,,,,,,https://drop.seltu.pl/images/colibra/4815/69429-Naszyjnik-z-sercem-BELLA-C23ZWE671AU-4815-C23/ZWE/67/1AU.jpg,g,,,,,active
4816,Heart necklace BELLA (C23/ZWE/67AU),"<p>Gold-plated necklace Colibra by Sviatlana from the BELLA collection, with a hand-painted white heart, decorated with Preciosa crystals. Heart size 3.5 cm/3.5 cm. The necklace has an extension.</p>",Colibra,Apparel & Accessories > Jewelry > Body Jewelry,Chokers,Chokers,TRUE,Title,Heart necklace BELLA (C23/ZWE/67AU),,,,,5905778801574,0.0,,100,deny,manual,58.24,,TRUE,TRUE,,https://drop.seltu.pl/images/colibra/4816/69428-Naszyjnik-z-sercem-BELLA-C23ZWE67AU-4816-C23/ZWE/67AU.jpg,1,Heart necklace BELLA (C23/ZWE/67AU),FALSE,Heart necklace BELLA (C23/ZWE/67AU),"Gold-plated necklace Colibra by Sviatlana from the BELLA collection, with a hand-painted white heart, decorated with Preciosa crystals. Heart size 3.5 cm/3.5 cm. The necklace has an extension.",,Woman,Adult,,Woman,Heart necklace BELLA (C23/ZWE/67AU),new,,,,,,,https://drop.seltu.pl/images/colibra/4816/69428-Naszyjnik-z-sercem-BELLA-C23ZWE67AU-4816-C23/ZWE/67AU.jpg,g,,,,,active
